Input campaigns here	"Campaign=39-277599059, locale=en_AU"
Action	Status	Campaign	Budget	Budget ID	Network	Delivery method	Start date	End date	Ad rotation	Frequency cap	Mobile bid modifier	Impressions Thumbnail (Ignored)	Impressions Video (Ignored)	Impressions (Ignored)	Views (Ignored)	Unique viewers (Ignored)	View rate (Ignored)	Avg. CPV (Ignored)	Total cost (Ignored)	Clicks (Ignored)	CTR (Ignored)	Avg. CPM (Ignored)	Reach per freq. 1+ (Ignored)	Reach per freq. 2+ (Ignored)	Reach per freq. 3+ (Ignored)	Reach per freq. 4+ (Ignored)	Reach per freq. 5+ (Ignored)	Reach per freq. 6+ (Ignored)	Reach per freq. 7+ (Ignored)	Reach per freq. 8+ (Ignored)	Avg. impr. freq. (Ignored)	Avg. view freq. (Ignored)	Video played to: 25% (Ignored)	Video played to: 50% (Ignored)	Video played to: 75% (Ignored)	Video played to: 100% (Ignored)	Impression share (Ignored)	Lost IS (Budget) (Ignored)	Lost IS (Rank) (Ignored)	Converted views (Ignored)	Cost / converted view (Ignored)	View conversion rate (Ignored)	View-through Conv. (Ignored)	Conversions (Ignored)	Cost / conv. (Ignored)	Conv. rate (Ignored)	Total conv. value (Ignored)	Value / converted view (Ignored)	Value / conv. (Ignored)	Earned views (Ignored)	Earned subscribers (Ignored)	Earned playlist additions (Ignored)	Earned likes (Ignored)	Earned shares (Ignored)
	Enabled	151 Tips Renee New Channel Groups (39-277599059)	30	38-369984299	YouTube Videos	Standard	 2015-6-11 (already started)	#n/a	Optimise for views	#n/a	0%	0	"5,579"	"5,579"	858	120	15.38%	$0.15	$131.53	39	0.70%	$23.58	627	69	26	8	2	2	0	0	8.898	7.15	35%	19%	10%	6%	86.01%	< 10%	12.21%	19	$6.92	2.21%	6	22	$5.98	2.56%	0	0	0	0	0	0	0	0


Input ads here	"Campaign=39-277599059, locale=en_AU"
Action	Status	Ad	Video id	Thumbnail	Headline	Description line one	Description line two	Display URL	Destination URL	Final URL	Tracking template	Custom parameter	YouTube destination	Showing on	Companion banner	Enable ad for	Video (Ignored)	Campaign	Impressions Thumbnail (Ignored)	Impressions Video (Ignored)	Impressions (Ignored)	Views (Ignored)	Unique viewers (Ignored)	View rate (Ignored)	Avg. CPV (Ignored)	Total cost (Ignored)	Clicks (Ignored)	CTR (Ignored)	Avg. CPM (Ignored)	Reach per freq. 1+ (Ignored)	Reach per freq. 2+ (Ignored)	Reach per freq. 3+ (Ignored)	Reach per freq. 4+ (Ignored)	Reach per freq. 5+ (Ignored)	Reach per freq. 6+ (Ignored)	Reach per freq. 7+ (Ignored)	Reach per freq. 8+ (Ignored)	Avg. impr. freq. (Ignored)	Avg. view freq. (Ignored)	Video played to: 25% (Ignored)	Video played to: 50% (Ignored)	Video played to: 75% (Ignored)	Video played to: 100% (Ignored)	Converted views (Ignored)	Cost / converted view (Ignored)	View conversion rate (Ignored)	View-through Conv. (Ignored)	Conversions (Ignored)	Cost / conv. (Ignored)	Conv. rate (Ignored)	Total conv. value (Ignored)	Value / converted view (Ignored)	Value / conv. (Ignored)	Earned views (Ignored)	Earned subscribers (Ignored)	Earned playlist additions (Ignored)	Earned likes (Ignored)	Earned shares (Ignored)
	Enabled	Scrapbooking Ideas 1 (43-231955259)	 TPSRQmiBImU	#n/a	#n/a	#n/a	#n/a	www.newscrapbookingideas.com	#n/a	http://www.newscrapbookingideas.com	#n/a	#n/a	#n/a	In-stream	#n/a	151 Tips Renee New Channel Groups_TG0 (42-231954899)	Scrapbooking Ideas 1	151 Tips Renee New Channel Groups (39-277599059)	0	"2,960"	"2,960"	443	 	14.97%	$0.16	$71.16	23	0.78%	$24.04	3	0	0	0	0	0	0	0	986.667	 	35%	19%	10%	6%	13	$5.47	2.93%	1	16	$4.45	3.61%	0	0	0	0	0	0	0	0
	Enabled	Scrapbooking Ideas 1 (43-231955139)	 TPSRQmiBImU	#n/a	#n/a	#n/a	#n/a	www.newscrapbookingideas.com	#n/a	http://www.newscrapbookingideas.com	#n/a	#n/a	#n/a	In-stream	#n/a	151 Tips Renee New Channel Groups_TG1 (42-231954779)	Scrapbooking Ideas 1	151 Tips Renee New Channel Groups (39-277599059)	0	"2,595"	"2,595"	410	120	15.80%	$0.14	$59.42	16	0.62%	$22.90	624	69	26	8	2	2	0	0	4.159	3.417	35%	20%	11%	6%	6	$9.90	1.46%	5	6	$9.90	1.46%	0	0	0	0	0	0	0	0
	Enabled	Scrapbooking Ideas 1 (43-231955019)	 TPSRQmiBImU	#n/a	#n/a	#n/a	#n/a	www.newscrapbookingideas.com	#n/a	http://www.newscrapbookingideas.com	#n/a	#n/a	#n/a	In-stream	#n/a	151 Tips Renee New Channel Groups_TG2 (42-231954659)	Scrapbooking Ideas 1	151 Tips Renee New Channel Groups (39-277599059)	0	24	24	5	 	20.83%	$0.19	$0.95	0	0.00%	$39.58	 	 	 	 	 	 	 	 	 	 	38%	21%	4%	4%	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0	0	0	0	0	0


Input targeting groups here	"Campaign=39-277599059, locale=en_AU"
Action	Status	Targeting group	Campaign	Max CPV	Impressions Thumbnail (Ignored)	Impressions Video (Ignored)	Impressions (Ignored)	Views (Ignored)	Unique viewers (Ignored)	View rate (Ignored)	Avg. CPV (Ignored)	Total cost (Ignored)	Clicks (Ignored)	CTR (Ignored)	Avg. CPM (Ignored)	Reach per freq. 1+ (Ignored)	Reach per freq. 2+ (Ignored)	Reach per freq. 3+ (Ignored)	Reach per freq. 4+ (Ignored)	Reach per freq. 5+ (Ignored)	Reach per freq. 6+ (Ignored)	Reach per freq. 7+ (Ignored)	Reach per freq. 8+ (Ignored)	Avg. impr. freq. (Ignored)	Avg. view freq. (Ignored)	Engagements (Ignored)	Engagement rate (Ignored)	Video played to: 25% (Ignored)	Video played to: 50% (Ignored)	Video played to: 75% (Ignored)	Video played to: 100% (Ignored)	Impression share (Ignored)	Lost IS (Budget) (Ignored)	Lost IS (Rank) (Ignored)	Converted views (Ignored)	Cost / converted view (Ignored)	View conversion rate (Ignored)	View-through Conv. (Ignored)	Conversions (Ignored)	Cost / conv. (Ignored)	Conv. rate (Ignored)	Total conv. value (Ignored)	Value / converted view (Ignored)	Value / conv. (Ignored)	Earned views (Ignored)	Earned subscribers (Ignored)	Earned playlist additions (Ignored)	Earned likes (Ignored)	Earned shares (Ignored)
	Enabled	151 Tips Renee New Channel Groups_TG2 (42-231954659)	151 Tips Renee New Channel Groups (39-277599059)	$0.30	0	24	24	5	 	20.83%	$0.19	$0.95	0	0.00%	$39.58	 	 	 	 	 	 	 	 	 	 	0	0.00%	38%	21%	4%	4%	 	 	 	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0	0	0	0	0	0
	Enabled	151 Tips Renee New Channel Groups_TG1 (42-231954779)	151 Tips Renee New Channel Groups (39-277599059)	$0.40	0	"2,595"	"2,595"	410	120	15.80%	$0.14	$59.42	16	0.62%	$22.90	624	69	26	8	2	2	0	0	4.159	3.417	0	0.00%	35%	20%	11%	6%	 	 	 	6	$9.90	1.46%	5	6	$9.90	1.46%	0	0	0	0	0	0	0	0
	Enabled	151 Tips Renee New Channel Groups_TG0 (42-231954899)	151 Tips Renee New Channel Groups (39-277599059)	$0.40	0	"2,960"	"2,960"	443	 	14.97%	$0.16	$71.16	23	0.78%	$24.04	3	0	0	0	0	0	0	0	986.667	 	0	0.00%	35%	19%	10%	6%	 	 	 	13	$5.47	2.93%	1	16	$4.45	3.61%	0	0	0	0	0	0	0	0


Input targets here	"Campaign=39-277599059, locale=en_AU"
Action	Type	Status	Target	Targeting group	Max CPV	Impressions Thumbnail (Ignored)	Impressions Video (Ignored)	Impressions (Ignored)	Views (Ignored)	View rate (Ignored)	Avg. CPV (Ignored)	Total cost (Ignored)	Converted views (Ignored)	Cost / converted view (Ignored)	View conversion rate (Ignored)	View-through Conv. (Ignored)	Conversions (Ignored)	Cost / conv. (Ignored)	Conv. rate (Ignored)	Total conv. value (Ignored)	Value / converted view (Ignored)	Value / conv. (Ignored)
	YouTube video	Enabled	Heartfelt Creations Stamps coordinating with Spellbinders Dies (youtube.com/video/UUdoC9FBtIE) (10-143503656779)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	3	3	1	33.33%	$0.20	$0.20	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Karen Burniston Pop it Ups Katie Label Pivot Card (youtube.com/video/UWtgmEVnkA0) (10-143503657259)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	2	2	1	50.00%	$0.14	$0.14	1	$0.14	100.00%	0	1	$0.14	100.00%	0	0	0
	YouTube video	Enabled	Just Because Cards Tips and Tricks Part 1 (youtube.com/video/V5ZRTxCEppQ) (10-143668715099)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	2	2	1	50.00%	$0.18	$0.18	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Latest & Greatest: Micro Beads from Prima Marketing (youtube.com/video/vAspR0m2gRc) (10-134928326960)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	8	8	1	12.50%	$0.11	$0.11	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Tutorial: Halloween Treat Bag and Altered Clothespin (WOC) (youtube.com/video/vElK_rZ02f4) (10-143708207819)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	1	1	1	100.00%	$0.36	$0.36	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	How to Differentiate Between ALL Spellbinders Nestabilities Dies (youtube.com/video/vfUE7GjALAM) (10-143503773179)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	2	2	1	50.00%	$0.08	$0.08	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Spellbinders Artisan X-plorer Machine (youtube.com/video/vQx03n95peA) (10-143503771979)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	5	5	1	20.00%	$0.12	$0.12	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Scrapbooking Process 403: February Hip Kit  (2015- 36/180) (youtube.com/video/vT6qBPzvup0) (10-142375321739)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	2	2	1	50.00%	$0.25	$0.25	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Make A Fun Hexagon Background using CTMH Artbooking Cricut Cartridge (youtube.com/video/vVLQjNf2x3M) (10-143668946219)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	2	2	1	50.00%	$0.11	$0.11	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Resist Embossing with Heartfelt Creations Peacock Paisley Collection (youtube.com/video/W30hgnUIigU) (10-143503661579)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	1	1	1	100.00%	$0.38	$0.38	1	$0.38	100.00%	0	1	$0.38	100.00%	0	0	0
	YouTube video	Enabled	Authentique Thank You Card Idea (youtube.com/video/WAPliXJJlA8) (10-143503662299)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	1	1	1	100.00%	$0.10	$0.10	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Q&A Video :: Personal (youtube.com/video/WCoMRLvgBN4) (10-143499983339)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	3	3	1	33.33%	$0.14	$0.14	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Scrapbooking Process 115: Planetarium Studio Calico Kit (youtube.com/video/WFxcYVxM6Jc) (10-143668726619)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	7	7	1	14.29%	$0.09	$0.09	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Quickutz - Comparing Differences in Quickutz Dies (youtube.com/video/wGo8oOEXurg) (10-143503775339)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	1	1	1	100.00%	$0.07	$0.07	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Calibur - Spellbinders Grand Calibur Cutting and Embossing Machine (youtube.com/video/wHavJ6ZkH5A) (10-143503775579)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	3	3	1	33.33%	$0.13	$0.13	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Hot Air Balloon Mini Album Using Heartfelt Creations Celebrate the Journey Collection (youtube.com/video/wODaBiw07rk) (10-143503776059)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	6	6	1	16.67%	$0.19	$0.19	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Spooky Halloween Luminaria - Cricut Explore (youtube.com/video/wPDMW-XzoHw) (10-134928336560)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	3	3	1	33.33%	$0.03	$0.03	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	American Crafts Chromatix Markers (youtube.com/video/wtdXxM7XPkM) (10-143503778699)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	4	4	1	25.00%	$0.08	$0.08	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Gelatos Resist Technique Donna Downey Series (youtube.com/video/wTkQB9IfF0A) (10-143503776299)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	1	1	1	100.00%	$0.12	$0.12	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	How to Use Tim Holtz Edge Dies with Spellbinders Blooms One (youtube.com/video/WVxUz3HOgr8) (10-143503664459)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	2	2	1	50.00%	$0.36	$0.36	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	3D Christmas Wreath Card - Cricut Explore Tutorial (youtube.com/video/wyLsuGJDjZ8) (10-134928341360)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	3	3	1	33.33%	$0.06	$0.06	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	"ALTERED BAGS, TEACUPS, PRIMA DOLL TAG, THIMBLE CHARM AND MORE FOR YT FRIENDS!! (youtube.com/video/X2RlokRmTtc) (10-143708158139)"	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	3	3	1	33.33%	$0.11	$0.11	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	NEW Sizzix Lori Whitlock collection (youtube.com/video/X3wYrGbjn18) (10-143503666619)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	1	1	1	100.00%	$0.12	$0.12	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Latest & Greatest: New Girlfriends Images from Art Impressions (youtube.com/video/X5odVoozz-4) (10-134928104480)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	1	1	1	100.00%	$0.13	$0.13	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Prima Optimist Mini Album Tutorial - PART 4 (PAGE 3-4) (youtube.com/video/X8Lmod8tdlk) (10-143708158379)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	1	1	1	100.00%	$0.13	$0.13	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	NEW Heartfelt Creations Classic Sunflower collection (youtube.com/video/XepwY5BdcTg) (10-143503669499)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	1	1	1	100.00%	$0.24	$0.24	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Scrapbooking Process 439: April Hip Kit  (2015- 72/180) (youtube.com/video/XHWjBzKCHoA) (10-143708158859)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	3	3	1	33.33%	$0.10	$0.10	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Doggone Good Just Because Cricut Card (youtube.com/video/xlSppHvqY5k) (10-143668963259)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	3	3	1	33.33%	$0.20	$0.20	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Artbooking Cricut Cartridge File Folder Hugs Card (youtube.com/video/XqTokcr-acE) (10-143668736939)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	1	1	1	100.00%	$0.08	$0.08	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	How to Use Sizzix Flip-Its Dies with Big Shot Machine (youtube.com/video/XQWCf20xvBo) (10-112004815939)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	5	5	1	20.00%	$0.08	$0.08	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Questions & Answers - Cricut Explore (youtube.com/video/xRd4-A39hy4) (10-134928344480)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	4	4	1	25.00%	$0.12	$0.12	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Using Spellbinders Dies in Sizzix Big Shot Machine (youtube.com/video/XSnygqv1jSU) (10-112004816179)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	3	3	1	33.33%	$0.15	$0.15	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Slice & Weld functions - Cricut Design Space 2.0 - Cricut Explore (youtube.com/video/XSQeJgxYp0o) (10-134928108080)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	3	3	1	33.33%	$0.05	$0.05	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Tip of the Day: Die Cut Iron-On from Nally Studios (youtube.com/video/XY2sDQVqo5o) (10-143708159819)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	4	4	1	25.00%	$0.06	$0.06	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Latest & Greatest - Exciting New Wink of Luna Brush Pens by Kuretake Zig (youtube.com/video/xYaYCPxjix8) (10-134928345440)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	5	5	1	20.00%	$0.09	$0.09	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Flip & Turn Card - Cricut Explore - Just Clowning Around (youtube.com/video/xzFvouILXCA) (10-134928349520)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	1	1	1	100.00%	$0.11	$0.11	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Close to My Heart Free to Be Me Friend Card (youtube.com/video/Y7ZgrcZB298) (10-98740932742)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	3	3	1	33.33%	$0.08	$0.08	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Shabby Chic Vintage Whimsy Mini Album (youtube.com/video/y9_M6spgqPw) (10-143500001819)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	3	3	1	33.33%	$0.08	$0.08	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Scrapbooking Process 435: April Hip Kit  (2015- 68/180) (youtube.com/video/ycRQl8DliYk) (10-143668969739)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	2	2	1	50.00%	$0.04	$0.04	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	"Shabby Chic - Lace Book, Lace Bag, Vicki Flowers, Custome Tiles, Pocket Card (youtube.com/video/YCt_ghCdLZU) (10-143708161979)"	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	4	4	1	25.00%	$0.23	$0.23	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Storage Solutions-Scrap Paper (youtube.com/video/YIheGNXHh00) (10-143508716939)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	5	5	1	20.00%	$0.17	$0.17	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Happy Aster Card - Cricut 3D Floral Home Decor Cartridge - Cricut Explore (youtube.com/video/yLI94tGjjQQ) (10-134928354080)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	5	5	1	20.00%	$0.06	$0.06	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Flower Friday- Folded Dahlia a one punch flower Tutorial (youtube.com/video/yOkQaYpkVjo) (10-143508749819)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	1	1	1	100.00%	$0.10	$0.10	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	**EMBELLISHMENT SWAP - BOTTLE CAPS GROUP 5** (youtube.com/video/YQWv4Zq2o9Y) (10-143708163179)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	1	1	1	100.00%	$0.22	$0.22	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	SRM Stickers: Vinyl Latest & Greatest Winter 2014 (youtube.com/video/yuSo9UMox48) (10-143708214299)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	1	1	1	100.00%	$0.20	$0.20	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Cricut & Glass Etching on Bakeware (youtube.com/video/YxSKRueSW78) (10-143668747739)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	21	21	1	4.76%	$0.21	$0.21	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Scrapbooking Process 427: April Hip Kit  (2015- 60/180) (youtube.com/video/z_ai9VZLBus) (10-143668977659)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	2	2	1	50.00%	$0.17	$0.17	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Copic: Coloring on Glitter Paper Workshop by Krazy Kreations (youtube.com/video/z67tv7e-VVM) (10-134928362240)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	2	2	1	50.00%	$0.06	$0.06	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Flower Friday- Upcycled Old or Unused Silk Flowers (youtube.com/video/zI-RWqLNkQ8) (10-143508751259)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	14	14	1	7.14%	$0.28	$0.28	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	How to Make a Large Envelope (mini) (youtube.com/video/Zp7sRgSOxGg) (10-143708166059)	151 Tips Renee New Channel Groups_TG2 (42-231954659)	#n/a	0	1	1	1	100.00%	$0.24	$0.24	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Silhouette America Printable Temporary Tattoo Paper (youtube.com/video/zyTQNVQkjnc) (10-143503790699)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	16	16	1	6.25%	$0.25	$0.25	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Scrapbooking Process 5 using Block Party Studio Calico (youtube.com/video/__abcBquAVY) (10-143668761659)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	0	0	0	0.00%	$0.00	$0.00	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Advice for first time attendees. (youtube.com/video/__gacd2tZq8) (10-134928135440)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	0	0	0	0.00%	$0.00	$0.00	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	"Close to My Heart Artiste Celebrate Swing ""S"" Card (youtube.com/video/_0U3pB9szkg) (10-98740935862)"	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	2	2	0	0.00%	$0.00	$0.00	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Sizzix Bigz Bow Create a BOW by Sizzix (youtube.com/video/_1KjDvXajY8) (10-143503679339)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	0	0	0	0.00%	$0.00	$0.00	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Latest & Greatest - New Sizzix Designs by Jo Packham and Brenda Walton (youtube.com/video/_33Mfbk9b5A) (10-134928129200)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	0	0	0	0.00%	$0.00	$0.00	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	December Daily 2014: Day 4 Process Video (2014-208/240) (youtube.com/video/_3ZvxOE4nog) (10-143668757819)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	0	0	0	0.00%	$0.00	$0.00	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Studio Calico  May Haul Kit: Planetarium (youtube.com/video/_7auNvDOAps) (10-143668758299)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	0	0	0	0.00%	$0.00	$0.00	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	How to make Graphic 45 Mini Album using only 2 Sheets of Paper (youtube.com/video/_8PYKCgHMxA) (10-143503679579)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	1	1	0	0.00%	$0.00	$0.00	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Simple Stories SN@P! Sets Latest & Greatest Summer 2013 (youtube.com/video/_9IqqyC1MW4) (10-134928130160)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	0	0	0	0.00%	$0.00	$0.00	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	SBE   Grapevine   Stories 13 (youtube.com/video/_Al0jdkolfQ) (10-134928130400)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	0	0	0	0.00%	$0.00	$0.00	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Canvas Mini Album DVD!!!!! (youtube.com/video/_AnKa1f7BFA) (10-143499985739)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	0	0	0	0.00%	$0.00	$0.00	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Card Making: St  Patricks Day Card Ideas Using Echo Park Mini Theme Kit (youtube.com/video/_avmYbr5Ils) (10-143503681739)	151 Tips Renee New Channel Groups_TG0 (42-231954899)	#n/a	0	0	0	0	0.00%	$0.00	$0.00	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
	YouTube video	Enabled	Cut Framelits Straight (youtube.com/video/_B9C7Mc4qiQ) (10-134928130640)	151 Tips Renee New Channel Groups_TG1 (42-231954779)	#n/a	0	0	0	0	0.00%	$0.00	$0.00	0	$0.00	0.00%	0	0	$0.00	0.00%	0	0	0
